location,date,value,variable
Peru,2021-10-14,199775,Deaths
Peru,2021-10-15,199792,Deaths
Peru,2021-10-16,199816,Deaths
Peru,2021-10-17,199843,Deaths
Peru,2021-10-18,199882,Deaths
Peru,2021-10-19,199928,Deaths
Peru,2021-10-20,199945,Deaths
Peru,2021-10-21,199945,Deaths
Peru,2021-10-22,200003,Deaths
Peru,2021-10-23,200019,Deaths
Peru,2021-10-24,200052,Deaths
Peru,2021-10-25,200083,Deaths
Peru,2021-10-26,200118,Deaths
Peru,2021-10-27,200149,Deaths
Peru,2021-10-28,200179,Deaths
Peru,2021-10-29,200197,Deaths
Peru,2021-10-30,200217,Deaths
Peru,2021-10-31,200246,Deaths
Peru,2021-11-01,200276,Deaths
Peru,2021-11-02,200276,Deaths
Peru,2021-11-03,200326,Deaths
Peru,2021-11-04,200350,Deaths
Peru,2021-11-05,200373,Deaths
Peru,2021-11-06,200409,Deaths
Peru,2021-11-07,200430,Deaths
Peru,2021-11-08,200469,Deaths
Peru,2021-11-09,200469,Deaths
Peru,2021-11-10,200532,Deaths
Peru,2021-11-11,200554,Deaths
Peru,2021-11-12,200573,Deaths
Peru,2021-11-13,200605,Deaths
Peru,2021-11-14,200635,Deaths
Peru,2021-11-15,200672,Deaths
Peru,2021-11-16,200695,Deaths
Peru,2021-11-17,200741,Deaths
Peru,2021-11-18,200767,Deaths
Peru,2021-11-19,200801,Deaths
Peru,2021-11-20,200833,Deaths
Peru,2021-11-21,200866,Deaths
Peru,2021-11-22,200894,Deaths
Peru,2021-11-23,200931,Deaths
Peru,2021-11-24,200961,Deaths
Peru,2021-11-25,200987,Deaths
Peru,2021-11-26,201026,Deaths
Peru,2021-11-27,201071,Deaths
Peru,2021-11-28,201108,Deaths
Peru,2021-11-29,201144,Deaths
Peru,2021-11-30,201176,Deaths
Peru,2021-12-01,201209,Deaths
Peru,2021-12-02,201282,Deaths
Peru,2021-12-03,201326,Deaths
Peru,2021-12-04,201360,Deaths
Peru,2021-12-05,201379,Deaths
Peru,2021-12-06,201379,Deaths
Peru,2021-12-07,201450,Deaths
Peru,2021-12-08,201450,Deaths
Peru,2021-12-09,201527,Deaths
Peru,2021-12-10,201650,Deaths
Peru,2021-12-11,201733,Deaths
Peru,2021-12-12,201770,Deaths
Peru,2021-12-13,201770,Deaths
Peru,2021-12-14,201848,Deaths
Peru,2021-12-15,201902,Deaths
Peru,2021-12-16,201992,Deaths
Peru,2021-12-17,202076,Deaths
Peru,2021-12-18,202154,Deaths
Peru,2021-12-19,202225,Deaths
Peru,2021-12-20,202225,Deaths
Peru,2021-12-21,202338,Deaths
Peru,2021-12-22,202375,Deaths
Peru,2021-12-23,202424,Deaths
Peru,2021-12-24,202454,Deaths
Peru,2021-12-25,202488,Deaths
Peru,2021-12-26,202524,Deaths
Peru,2021-12-27,202550,Deaths
Peru,2021-12-28,202584,Deaths
Peru,2021-12-29,202584,Deaths
Peru,2021-12-30,202653,Deaths
Peru,2021-12-31,202690,Deaths
Peru,2022-01-01,202741,Deaths
Peru,2022-01-02,202782,Deaths
Peru,2022-01-03,202818,Deaths
Peru,2022-01-04,202867,Deaths
Peru,2022-01-05,202904,Deaths
Peru,2022-01-06,202934,Deaths
Peru,2022-01-07,202981,Deaths
Peru,2022-01-08,203019,Deaths
Peru,2022-01-09,203067,Deaths
Peru,2022-01-10,203097,Deaths
Peru,2022-01-11,203157,Deaths
Peru,2022-01-12,203193,Deaths
Peru,2022-01-13,203255,Deaths
Peru,2022-01-14,203302,Deaths
Peru,2022-01-15,203376,Deaths
Peru,2022-01-16,203464,Deaths
Peru,2022-01-17,203550,Deaths
Peru,2022-01-18,203645,Deaths
Peru,2022-01-19,203750,Deaths
Peru,2022-01-20,203868,Deaths
Peru,2022-01-21,203994,Deaths
Peru,2022-01-22,204141,Deaths
Peru,2022-01-23,204323,Deaths
Peru,2022-01-24,204404,Deaths
Peru,2022-01-25,204587,Deaths
Peru,2022-01-26,204587,Deaths
Peru,2022-01-27,204940,Deaths
Peru,2022-01-28,204940,Deaths
Peru,2022-01-29,205112,Deaths
Peru,2022-01-30,205505,Deaths
Peru,2022-01-31,205505,Deaths
Peru,2022-02-01,205834,Deaths
Peru,2022-02-02,206220,Deaths
Peru,2022-02-03,206406,Deaths
Peru,2022-02-04,206646,Deaths
Peru,2022-02-05,206891,Deaths
Peru,2022-02-06,206984,Deaths
Peru,2022-02-07,206984,Deaths
Peru,2022-02-08,207312,Deaths
Peru,2022-02-09,207536,Deaths
Peru,2022-02-10,207536,Deaths
Peru,2022-02-11,207965,Deaths
Peru,2022-02-12,208120,Deaths
Peru,2022-02-13,208381,Deaths
Peru,2022-02-14,208466,Deaths
Peru,2022-02-15,208622,Deaths
Peru,2022-02-16,208622,Deaths
Peru,2022-02-17,208964,Deaths
Peru,2022-02-18,209110,Deaths
Peru,2022-02-19,209298,Deaths
Peru,2022-02-20,209468,Deaths
Peru,2022-02-21,209641,Deaths
Peru,2022-02-22,209808,Deaths
Peru,2022-02-23,209927,Deaths
Russia,2020-01-31,NA,Deaths
Russia,2020-02-01,NA,Deaths
Russia,2020-02-02,NA,Deaths
Russia,2020-02-03,NA,Deaths
Russia,2020-02-04,NA,Deaths
Russia,2020-02-05,NA,Deaths
Russia,2020-02-06,NA,Deaths
Russia,2020-02-07,NA,Deaths
Russia,2020-02-08,NA,Deaths
Russia,2020-02-09,NA,Deaths
Russia,2020-02-10,NA,Deaths
Russia,2020-02-11,NA,Deaths
Russia,2020-02-12,NA,Deaths
Russia,2020-02-13,NA,Deaths
Russia,2020-02-14,NA,Deaths
Russia,2020-02-15,NA,Deaths
Russia,2020-02-16,NA,Deaths
Russia,2020-02-17,NA,Deaths
Russia,2020-02-18,NA,Deaths
Russia,2020-02-19,NA,Deaths
Russia,2020-02-20,NA,Deaths
Russia,2020-02-21,NA,Deaths
Russia,2020-02-22,NA,Deaths
Russia,2020-02-23,NA,Deaths
Russia,2020-02-24,NA,Deaths
Russia,2020-02-25,NA,Deaths
Russia,2020-02-26,NA,Deaths
Russia,2020-02-27,NA,Deaths
Russia,2020-02-28,NA,Deaths
Russia,2020-02-29,NA,Deaths
Russia,2020-03-01,NA,Deaths
Russia,2020-03-02,NA,Deaths
Russia,2020-03-03,NA,Deaths
Russia,2020-03-04,NA,Deaths
Russia,2020-03-05,NA,Deaths
Russia,2020-03-06,NA,Deaths
Russia,2020-03-07,NA,Deaths
Russia,2020-03-08,NA,Deaths
Russia,2020-03-09,NA,Deaths
Russia,2020-03-10,NA,Deaths
Russia,2020-03-11,NA,Deaths
Russia,2020-03-12,NA,Deaths
Russia,2020-03-13,NA,Deaths
Russia,2020-03-14,NA,Deaths
Russia,2020-03-15,NA,Deaths
Russia,2020-03-16,NA,Deaths
Russia,2020-03-17,NA,Deaths
Russia,2020-03-18,NA,Deaths
Russia,2020-03-19,1,Deaths
Russia,2020-03-20,1,Deaths
Russia,2020-03-21,1,Deaths
Russia,2020-03-22,1,Deaths
Russia,2020-03-23,1,Deaths
Russia,2020-03-24,1,Deaths
Russia,2020-03-25,3,Deaths
Russia,2020-03-26,3,Deaths
Russia,2020-03-27,4,Deaths
Russia,2020-03-28,4,Deaths
Russia,2020-03-29,8,Deaths
Russia,2020-03-30,9,Deaths
Russia,2020-03-31,17,Deaths
Russia,2020-04-01,24,Deaths
Russia,2020-04-02,30,Deaths
Russia,2020-04-03,34,Deaths
Russia,2020-04-04,43,Deaths
Russia,2020-04-05,45,Deaths
Russia,2020-04-06,47,Deaths
Russia,2020-04-07,58,Deaths
Russia,2020-04-08,63,Deaths
Russia,2020-04-09,76,Deaths
Russia,2020-04-10,94,Deaths
Russia,2020-04-11,106,Deaths
Russia,2020-04-12,130,Deaths
Russia,2020-04-13,148,Deaths
Russia,2020-04-14,170,Deaths
Russia,2020-04-15,198,Deaths
Russia,2020-04-16,232,Deaths
Russia,2020-04-17,273,Deaths
Russia,2020-04-18,313,Deaths
Russia,2020-04-19,361,Deaths
Russia,2020-04-20,405,Deaths
Russia,2020-04-21,456,Deaths
Russia,2020-04-22,513,Deaths
Russia,2020-04-23,555,Deaths
Russia,2020-04-24,615,Deaths
Russia,2020-04-25,681,Deaths
Russia,2020-04-26,747,Deaths
Russia,2020-04-27,794,Deaths
Russia,2020-04-28,867,Deaths
Russia,2020-04-29,972,Deaths
Russia,2020-04-30,1073,Deaths
Russia,2020-05-01,1169,Deaths
Russia,2020-05-02,1222,Deaths
Russia,2020-05-03,1280,Deaths
Russia,2020-05-04,1356,Deaths
Russia,2020-05-05,1451,Deaths
Russia,2020-05-06,1537,Deaths
Russia,2020-05-07,1625,Deaths
Russia,2020-05-08,1723,Deaths
Russia,2020-05-09,1827,Deaths
Russia,2020-05-10,1915,Deaths
Russia,2020-05-11,2009,Deaths
Russia,2020-05-12,2116,Deaths
Russia,2020-05-13,2212,Deaths
Russia,2020-05-14,2305,Deaths
Russia,2020-05-15,2418,Deaths
Russia,2020-05-16,2537,Deaths
Russia,2020-05-17,2631,Deaths
Russia,2020-05-18,2722,Deaths
Russia,2020-05-19,2837,Deaths
Russia,2020-05-20,2972,Deaths
Russia,2020-05-21,3099,Deaths
Russia,2020-05-22,3249,Deaths
Russia,2020-05-23,3388,Deaths
Russia,2020-05-24,3541,Deaths
Russia,2020-05-25,3633,Deaths
Russia,2020-05-26,3807,Deaths
Russia,2020-05-27,3968,Deaths
Russia,2020-05-28,4142,Deaths
Russia,2020-05-29,4374,Deaths
Russia,2020-05-30,4555,Deaths
Russia,2020-05-31,4693,Deaths
Russia,2020-06-01,4849,Deaths
Russia,2020-06-02,5031,Deaths
Russia,2020-06-03,5208,Deaths
Russia,2020-06-04,5376,Deaths
Russia,2020-06-05,5520,Deaths
Russia,2020-06-06,5717,Deaths
Russia,2020-06-07,5851,Deaths
Russia,2020-06-08,5963,Deaths
Russia,2020-06-09,6134,Deaths
Russia,2020-06-10,6350,Deaths
Russia,2020-06-11,6522,Deaths
Russia,2020-06-12,6705,Deaths
Russia,2020-06-13,6819,Deaths
Russia,2020-06-14,6938,Deaths
Russia,2020-06-15,7081,Deaths
Russia,2020-06-16,7274,Deaths
Russia,2020-06-17,7468,Deaths
Russia,2020-06-18,7650,Deaths
Russia,2020-06-19,7831,Deaths
Russia,2020-06-20,7992,Deaths
Russia,2020-06-21,8101,Deaths
Russia,2020-06-22,8196,Deaths
Russia,2020-06-23,8349,Deaths
Russia,2020-06-24,8503,Deaths
Russia,2020-06-25,8594,Deaths
Russia,2020-06-26,8770,Deaths
Russia,2020-06-27,8958,Deaths
Russia,2020-06-28,9060,Deaths
Russia,2020-06-29,9152,Deaths
Russia,2020-06-30,9306,Deaths
Russia,2020-07-01,9521,Deaths
Russia,2020-07-02,9668,Deaths
Russia,2020-07-03,9844,Deaths
Russia,2020-07-04,10011,Deaths
Russia,2020-07-05,10145,Deaths
Russia,2020-07-06,10280,Deaths
Russia,2020-07-07,10478,Deaths
Russia,2020-07-08,10650,Deaths
Russia,2020-07-09,10826,Deaths
Russia,2020-07-10,11000,Deaths
Russia,2020-07-11,11188,Deaths
Russia,2020-07-12,11318,Deaths
Russia,2020-07-13,11422,Deaths
Russia,2020-07-14,11597,Deaths
Russia,2020-07-15,11753,Deaths
Russia,2020-07-16,11920,Deaths
Russia,2020-07-17,12106,Deaths
Russia,2020-07-18,12228,Deaths
Russia,2020-07-19,12323,Deaths
Russia,2020-07-20,12408,Deaths
Russia,2020-07-21,12561,Deaths
Russia,2020-07-22,12726,Deaths
Russia,2020-07-23,12873,Deaths
Russia,2020-07-24,13026,Deaths
Russia,2020-07-25,13172,Deaths
Russia,2020-07-26,13249,Deaths
Russia,2020-07-27,13334,Deaths
Russia,2020-07-28,13483,Deaths
Russia,2020-07-29,13650,Deaths
Russia,2020-07-30,13778,Deaths
Russia,2020-07-31,13939,Deaths
Russia,2020-08-01,14034,Deaths
Russia,2020-08-02,14104,Deaths
Russia,2020-08-03,14183,Deaths
Russia,2020-08-04,14327,Deaths
Russia,2020-08-05,14465,Deaths
Russia,2020-08-06,14579,Deaths
Russia,2020-08-07,14698,Deaths
Russia,2020-08-08,14827,Deaths
Russia,2020-08-09,14903,Deaths
Russia,2020-08-10,14973,Deaths
Russia,2020-08-11,15103,Deaths
Russia,2020-08-12,15231,Deaths
Russia,2020-08-13,15353,Deaths
Russia,2020-08-14,15467,Deaths
Russia,2020-08-15,15585,Deaths
Russia,2020-08-16,15653,Deaths
Russia,2020-08-17,15707,Deaths
Russia,2020-08-18,15836,Deaths
Russia,2020-08-19,15951,Deaths
Russia,2020-08-20,16058,Deaths
Russia,2020-08-21,16148,Deaths
Russia,2020-08-22,16268,Deaths
Russia,2020-08-23,16341,Deaths
Russia,2020-08-24,16406,Deaths
Russia,2020-08-25,16524,Deaths
Russia,2020-08-26,16638,Deaths
Russia,2020-08-27,16758,Deaths
Russia,2020-08-28,16866,Deaths
Russia,2020-08-29,16977,Deaths
Russia,2020-08-30,17045,Deaths
Russia,2020-08-31,17128,Deaths
Russia,2020-09-01,17250,Deaths
Russia,2020-09-02,17365,Deaths
Russia,2020-09-03,17479,Deaths
Russia,2020-09-04,17598,Deaths
Russia,2020-09-05,17707,Deaths
Russia,2020-09-06,17768,Deaths
Russia,2020-09-07,17818,Deaths
Russia,2020-09-08,17939,Deaths
Russia,2020-09-09,18080,Deaths
Russia,2020-09-10,18207,Deaths
Russia,2020-09-11,18309,Deaths
Russia,2020-09-12,18426,Deaths
Russia,2020-09-13,18517,Deaths
Russia,2020-09-14,18573,Deaths
Russia,2020-09-15,18723,Deaths
Russia,2020-09-16,18853,Deaths
Russia,2020-09-17,18996,Deaths
Russia,2020-09-18,19128,Deaths
Russia,2020-09-19,19270,Deaths
Russia,2020-09-20,19349,Deaths
Russia,2020-09-21,19420,Deaths
Russia,2020-09-22,19575,Deaths
Russia,2020-09-23,19720,Deaths
Russia,2020-09-24,19867,Deaths
Russia,2020-09-25,19973,Deaths
Russia,2020-09-26,20140,Deaths
Russia,2020-09-27,20239,Deaths
Russia,2020-09-28,20299,Deaths
Russia,2020-09-29,20456,Deaths
Russia,2020-09-30,20630,Deaths
Russia,2020-10-01,20796,Deaths
Russia,2020-10-02,20981,Deaths
Russia,2020-10-03,21153,Deaths
Russia,2020-10-04,21260,Deaths
Russia,2020-10-05,21375,Deaths
Russia,2020-10-06,21559,Deaths
Russia,2020-10-07,21755,Deaths
Russia,2020-10-08,21939,Deaths
Russia,2020-10-09,22137,Deaths
Russia,2020-10-10,22331,Deaths
Russia,2020-10-11,22471,Deaths
Russia,2020-10-12,22594,Deaths
Russia,2020-10-13,22834,Deaths
Russia,2020-10-14,23069,Deaths
Russia,2020-10-15,23350,Deaths
Russia,2020-10-16,23580,Deaths
Russia,2020-10-17,23857,Deaths
Russia,2020-10-18,24039,Deaths
Russia,2020-10-19,24205,Deaths
Russia,2020-10-20,24473,Deaths
Russia,2020-10-21,24786,Deaths
Russia,2020-10-22,25072,Deaths
Russia,2020-10-23,25353,Deaths
Russia,2020-10-24,25647,Deaths
Russia,2020-10-25,25875,Deaths
Russia,2020-10-26,26092,Deaths
Russia,2020-10-27,26409,Deaths
Russia,2020-10-28,26752,Deaths
Russia,2020-10-29,27111,Deaths
Russia,2020-10-30,27462,Deaths
Russia,2020-10-31,27787,Deaths
Russia,2020-11-01,28026,Deaths
Russia,2020-11-02,28264,Deaths
Russia,2020-11-03,28611,Deaths
Russia,2020-11-04,28996,Deaths
Russia,2020-11-05,29285,Deaths
Russia,2020-11-06,29654,Deaths
Russia,2020-11-07,30010,Deaths
Russia,2020-11-08,30292,Deaths
Russia,2020-11-09,30546,Deaths
Russia,2020-11-10,30899,Deaths
Russia,2020-11-11,31326,Deaths
Russia,2020-11-12,31755,Deaths
Russia,2020-11-13,32156,Deaths
Russia,2020-11-14,32536,Deaths
Russia,2020-11-15,32885,Deaths
Russia,2020-11-16,33184,Deaths
Russia,2020-11-17,33619,Deaths
Russia,2020-11-18,34068,Deaths
Russia,2020-11-19,34525,Deaths
Russia,2020-11-20,34980,Deaths
Russia,2020-11-21,35442,Deaths
Russia,2020-11-22,35838,Deaths
Russia,2020-11-23,36192,Deaths
Russia,2020-11-24,36675,Deaths
Russia,2020-11-25,37173,Deaths
Russia,2020-11-26,37688,Deaths
Russia,2020-11-27,38175,Deaths
Russia,2020-11-28,38676,Deaths
Russia,2020-11-29,39127,Deaths
Russia,2020-11-30,39491,Deaths
Russia,2020-12-01,40050,Deaths
Russia,2020-12-02,40630,Deaths
Russia,2020-12-03,41173,Deaths
Russia,2020-12-04,41730,Deaths
Russia,2020-12-05,42228,Deaths
Russia,2020-12-06,42675,Deaths
Russia,2020-12-07,43122,Deaths
Russia,2020-12-08,43674,Deaths
Russia,2020-12-09,44220,Deaths
Russia,2020-12-10,44769,Deaths
Russia,2020-12-11,45370,Deaths
Russia,2020-12-12,45923,Deaths
Russia,2020-12-13,46404,Deaths
Russia,2020-12-14,46846,Deaths
Russia,2020-12-15,47410,Deaths
Russia,2020-12-16,47994,Deaths
Russia,2020-12-17,48568,Deaths
Russia,2020-12-18,49170,Deaths
Russia,2020-12-19,49744,Deaths
Russia,2020-12-20,50242,Deaths
Russia,2020-12-21,50723,Deaths
Russia,2020-12-22,51274,Deaths
Russia,2020-12-23,51810,Deaths
Russia,2020-12-24,52434,Deaths
Russia,2020-12-25,52985,Deaths
Russia,2020-12-26,53539,Deaths
Russia,2020-12-27,54080,Deaths
Russia,2020-12-28,54559,Deaths
Russia,2020-12-29,55107,Deaths
Russia,2020-12-30,55692,Deaths
Russia,2020-12-31,56271,Deaths
Russia,2021-01-01,56798,Deaths
Russia,2021-01-02,57235,Deaths
Russia,2021-01-03,57730,Deaths
Russia,2021-01-04,58203,Deaths
Russia,2021-01-05,58706,Deaths
Russia,2021-01-06,59137,Deaths
Russia,2021-01-07,59628,Deaths
Russia,2021-01-08,60067,Deaths
Russia,2021-01-09,60523,Deaths
Russia,2021-01-10,60963,Deaths
Russia,2021-01-11,61389,Deaths
Russia,2021-01-12,61908,Deaths
Russia,2021-01-13,62463,Deaths
Russia,2021-01-14,63016,Deaths
Russia,2021-01-15,63558,Deaths
Russia,2021-01-16,64134,Deaths
Russia,2021-01-17,64601,Deaths
Russia,2021-01-18,65059,Deaths
Russia,2021-01-19,65632,Deaths
Russia,2021-01-20,66214,Deaths
Russia,2021-01-21,66810,Deaths
Russia,2021-01-22,67376,Deaths
Russia,2021-01-23,67919,Deaths
Russia,2021-01-24,68397,Deaths
Russia,2021-01-25,68841,Deaths
Russia,2021-01-26,69391,Deaths
Russia,2021-01-27,69971,Deaths
Russia,2021-01-28,70533,Deaths
Russia,2021-01-29,71054,Deaths
Russia,2021-01-30,71556,Deaths
Russia,2021-01-31,72029,Deaths
Russia,2021-02-01,72456,Deaths
Russia,2021-02-02,72982,Deaths
Russia,2021-02-03,73497,Deaths
Russia,2021-02-04,74005,Deaths
Russia,2021-02-05,74520,Deaths
Russia,2021-02-06,75010,Deaths
Russia,2021-02-07,75430,Deaths
Russia,2021-02-08,75828,Deaths
Russia,2021-02-09,76347,Deaths
Russia,2021-02-10,76873,Deaths
Russia,2021-02-11,77415,Deaths
Russia,2021-02-12,77911,Deaths
Russia,2021-02-13,78403,Deaths
Russia,2021-02-14,78825,Deaths
Russia,2021-02-15,79210,Deaths
Russia,2021-02-16,79659,Deaths
Russia,2021-02-17,80118,Deaths
Russia,2021-02-18,80587,Deaths
Russia,2021-02-19,81048,Deaths
Russia,2021-02-20,81517,Deaths
Russia,2021-02-21,81926,Deaths
Russia,2021-02-22,82255,Deaths
Russia,2021-02-23,82666,Deaths
Russia,2021-02-24,83044,Deaths
Russia,2021-02-25,83481,Deaths
Russia,2021-02-26,83900,Deaths
Russia,2021-02-27,84330,Deaths
Russia,2021-02-28,84700,Deaths
Russia,2021-03-01,85025,Deaths
Russia,2021-03-02,85458,Deaths
Russia,2021-03-03,85901,Deaths
Russia,2021-03-04,86368,Deaths
Russia,2021-03-05,86821,Deaths
Russia,2021-03-06,87253,Deaths
Russia,2021-03-07,87614,Deaths
Russia,2021-03-08,87985,Deaths
Russia,2021-03-09,88315,Deaths
Russia,2021-03-10,88773,Deaths
Russia,2021-03-11,89224,Deaths
Russia,2021-03-12,89701,Deaths
Russia,2021-03-13,90169,Deaths
Russia,2021-03-14,90558,Deaths
Russia,2021-03-15,90958,Deaths
Russia,2021-03-16,91395,Deaths
Russia,2021-03-17,91815,Deaths
Russia,2021-03-18,92266,Deaths
Russia,2021-03-19,92704,Deaths
Russia,2021-03-20,93090,Deaths
Russia,2021-03-21,93457,Deaths
Russia,2021-03-22,93812,Deaths
Russia,2021-03-23,94231,Deaths
Russia,2021-03-24,94624,Deaths
Russia,2021-03-25,95010,Deaths
Russia,2021-03-26,95410,Deaths
Russia,2021-03-27,95792,Deaths
Russia,2021-03-28,96123,Deaths
Russia,2021-03-29,96413,Deaths
Russia,2021-03-30,96817,Deaths
Russia,2021-03-31,97219,Deaths
Russia,2021-04-01,97594,Deaths
Russia,2021-04-02,97986,Deaths
Russia,2021-04-03,98363,Deaths
Russia,2021-04-04,98713,Deaths
Russia,2021-04-05,99049,Deaths
Russia,2021-04-06,99431,Deaths
Russia,2021-04-07,99800,Deaths
Russia,2021-04-08,100158,Deaths
Russia,2021-04-09,100554,Deaths
Russia,2021-04-10,100949,Deaths
Russia,2021-04-11,101282,Deaths
Russia,2021-04-12,101552,Deaths
Russia,2021-04-13,101882,Deaths
Russia,2021-04-14,102275,Deaths
Russia,2021-04-15,102667,Deaths
Russia,2021-04-16,103059,Deaths
Russia,2021-04-17,103451,Deaths
Russia,2021-04-18,103834,Deaths
Russia,2021-04-19,104173,Deaths
Russia,2021-04-20,104545,Deaths
Russia,2021-04-21,104937,Deaths
Russia,2021-04-22,105328,Deaths
Russia,2021-04-23,105718,Deaths
Russia,2021-04-24,106108,Deaths
Russia,2021-04-25,106434,Deaths
Russia,2021-04-26,106783,Deaths
Russia,2021-04-27,107167,Deaths
Russia,2021-04-28,107547,Deaths
Russia,2021-04-29,107902,Deaths
Russia,2021-04-30,108290,Deaths
Russia,2021-05-01,108675,Deaths
Russia,2021-05-02,109011,Deaths
Russia,2021-05-03,109341,Deaths
Russia,2021-05-04,109670,Deaths
Russia,2021-05-05,110022,Deaths
Russia,2021-05-06,110366,Deaths
Russia,2021-05-07,110735,Deaths
Russia,2021-05-08,111097,Deaths
Russia,2021-05-09,111425,Deaths
Russia,2021-05-10,111740,Deaths
Russia,2021-05-11,112063,Deaths
Russia,2021-05-12,112410,Deaths
Russia,2021-05-13,112795,Deaths
Russia,2021-05-14,113182,Deaths
Russia,2021-05-15,113541,Deaths
Russia,2021-05-16,113927,Deaths
Russia,2021-05-17,114263,Deaths
Russia,2021-05-18,114619,Deaths
Russia,2021-05-19,115003,Deaths
Russia,2021-05-20,115393,Deaths
Russia,2021-05-21,115764,Deaths
Russia,2021-05-22,116144,Deaths
Russia,2021-05-23,116497,Deaths
Russia,2021-05-24,116812,Deaths
Russia,2021-05-25,117197,Deaths
Russia,2021-05-26,117595,Deaths
Russia,2021-05-27,117990,Deaths
Russia,2021-05-28,118386,Deaths
Russia,2021-05-29,118781,Deaths
Russia,2021-05-30,119130,Deaths
Russia,2021-05-31,119464,Deaths
Russia,2021-06-01,119830,Deaths
Russia,2021-06-02,120217,Deaths
Russia,2021-06-03,120604,Deaths
Russia,2021-06-04,120974,Deaths
Russia,2021-06-05,121365,Deaths
Russia,2021-06-06,121711,Deaths
Russia,2021-06-07,122037,Deaths
Russia,2021-06-08,122409,Deaths
Russia,2021-06-09,122802,Deaths
Russia,2021-06-10,123178,Deaths
Russia,2021-06-11,123568,Deaths
Russia,2021-06-12,123961,Deaths
Russia,2021-06-13,124314,Deaths
Russia,2021-06-14,124681,Deaths
Russia,2021-06-15,125055,Deaths
Russia,2021-06-16,125443,Deaths
Russia,2021-06-17,125853,Deaths
Russia,2021-06-18,126300,Deaths
Russia,2021-06-19,126761,Deaths
Russia,2021-06-20,127206,Deaths
Russia,2021-06-21,127641,Deaths
Russia,2021-06-22,128180,Deaths
Russia,2021-06-23,128719,Deaths
Russia,2021-06-24,129278,Deaths
Russia,2021-06-25,129869,Deaths
Russia,2021-06-26,130479,Deaths
Russia,2021-06-27,131070,Deaths
Russia,2021-06-28,131671,Deaths
Russia,2021-06-29,132314,Deaths
Russia,2021-06-30,132973,Deaths
Russia,2021-07-01,133633,Deaths
Russia,2021-07-02,134302,Deaths
Russia,2021-07-03,134987,Deaths
Russia,2021-07-04,135637,Deaths
Russia,2021-07-05,136279,Deaths
Russia,2021-07-06,137005,Deaths
Russia,2021-07-07,137718,Deaths
Russia,2021-07-08,138441,Deaths
Russia,2021-07-09,139156,Deaths
Russia,2021-07-10,139896,Deaths
Russia,2021-07-11,140635,Deaths
Russia,2021-07-12,141335,Deaths
Russia,2021-07-13,142102,Deaths
Russia,2021-07-14,142877,Deaths
Russia,2021-07-15,143657,Deaths
Russia,2021-07-16,144446,Deaths
Russia,2021-07-17,145222,Deaths
Russia,2021-07-18,145975,Deaths
Russia,2021-07-19,146686,Deaths
Russia,2021-07-20,147457,Deaths
Russia,2021-07-21,148229,Deaths
Russia,2021-07-22,149012,Deaths
Russia,2021-07-23,149796,Deaths
Russia,2021-07-24,150583,Deaths
Russia,2021-07-25,151352,Deaths
Russia,2021-07-26,152069,Deaths
Russia,2021-07-27,152836,Deaths
Russia,2021-07-28,153620,Deaths
Russia,2021-07-29,154404,Deaths
Russia,2021-07-30,155180,Deaths
Russia,2021-07-31,155952,Deaths
Russia,2021-08-01,156726,Deaths
Russia,2021-08-02,157496,Deaths
Russia,2021-08-03,158263,Deaths
Russia,2021-08-04,159032,Deaths
Russia,2021-08-05,159803,Deaths
Russia,2021-08-06,160574,Deaths
Russia,2021-08-07,161343,Deaths
Russia,2021-08-08,162109,Deaths
Russia,2021-08-09,162860,Deaths
Russia,2021-08-10,163629,Deaths
Russia,2021-08-11,164413,Deaths
Russia,2021-08-12,165201,Deaths
Russia,2021-08-13,165996,Deaths
Russia,2021-08-14,166795,Deaths
Russia,2021-08-15,167595,Deaths
Russia,2021-08-16,168384,Deaths
Russia,2021-08-17,169169,Deaths
Russia,2021-08-18,169948,Deaths
Russia,2021-08-19,170716,Deaths
Russia,2021-08-20,171480,Deaths
Russia,2021-08-21,172257,Deaths
Russia,2021-08-22,173003,Deaths
Russia,2021-08-23,173768,Deaths
Russia,2021-08-24,174542,Deaths
Russia,2021-08-25,175328,Deaths
Russia,2021-08-26,176127,Deaths
Russia,2021-08-27,176904,Deaths
Russia,2021-08-28,177679,Deaths
Russia,2021-08-29,178457,Deaths
Russia,2021-08-30,179233,Deaths
Russia,2021-08-31,180009,Deaths
Russia,2021-09-01,180781,Deaths
Russia,2021-09-02,181560,Deaths
Russia,2021-09-03,182341,Deaths
Russia,2021-09-04,183117,Deaths
Russia,2021-09-05,183896,Deaths
Russia,2021-09-06,184672,Deaths
Russia,2021-09-07,185447,Deaths
Russia,2021-09-08,186224,Deaths
Russia,2021-09-09,186999,Deaths
Russia,2021-09-10,187768,Deaths
Russia,2021-09-11,188546,Deaths
Russia,2021-09-12,189319,Deaths
Russia,2021-09-13,190031,Deaths
Russia,2021-09-14,190793,Deaths
Russia,2021-09-15,191566,Deaths
Russia,2021-09-16,192340,Deaths
Russia,2021-09-17,193111,Deaths
Russia,2021-09-18,193891,Deaths
Russia,2021-09-19,194671,Deaths
Russia,2021-09-20,195438,Deaths
Russia,2021-09-21,196235,Deaths
Russia,2021-09-22,197032,Deaths
Russia,2021-09-23,197834,Deaths
Russia,2021-09-24,198644,Deaths
Russia,2021-09-25,199450,Deaths
Russia,2021-09-26,200245,Deaths
